"tourney_id","tourney_year","tourney_order","tourney_name","tourney_slug","tourney_location","tourney_dates","tourney_month","tourney_day","tourney_singles_draw","tourney_doubles_draw","tourney_conditions","tourney_surface","tourney_fin_commit","tourney_url_suffix","singles_winner_name","singles_winner_url","singles_winner_player_slug","singles_winner_player_id","doubles_winner_1_name","doubles_winner_1_url","doubles_winner_1_player_slug","doubles_winner_1_player_id","doubles_winner_2_name","doubles_winner_2_url","doubles_winner_2_player_slug","doubles_winner_2_player_id","tourney_year_id","tourney_lat","tourney_long"
6242,2017,52,"Winston-Salem Open","winston-salem","Winston-Salem, United States","2017.08.20",8,20,48,48,"Outdoor","Hard-Outdoor","$748,960","/en/scores/archive/winston-salem/6242/2017/results","Roberto Bautista Agut","/en/players/roberto-bautista-agut/bd06/overview","roberto-bautista-agut","bd06","Jean-Julien Rojer","/en/players/jean-julien-rojer/r513/overview","jean-julien-rojer","r513","Horia Tecau","/en/players/horia-tecau/t749/overview","horia-tecau","t749","2017-6242",36.0998596,-80.244216
6932,2017,15,"Rio Open presented by Claro","rio-de-janeiro","Rio de Janeiro, Brazil","2017.02.20",2,20,32,32,"Outdoor","Clay","$1,603,940","/en/scores/archive/rio-de-janeiro/6932/2017/results","Dominic Thiem","/en/players/dominic-thiem/tb69/overview","dominic-thiem","tb69","Pablo Cuevas","/en/players/pablo-cuevas/c882/overview","pablo-cuevas","c882","Pablo Carreno Busta","/en/players/pablo-carreno-busta/cd85/overview","pablo-carreno-busta","cd85","2017-6932",-22.9068467,-43.1728965
6967,2017,57,"Shenzhen Open","shenzhen","Shenzhen, China","2017.09.25",9,25,28,28,"Outdoor","Hard-Outdoor","$731,680","/en/scores/archive/shenzhen/6967/2017/results","David Goffin","/en/players/david-goffin/gb88/overview","david-goffin","gb88","Alexander Peya","/en/players/alexander-peya/p467/overview","alexander-peya","p467","Rajeev Ram","/en/players/rajeev-ram/r548/overview","rajeev-ram","r548","2017-6967",22.543096,114.057865
7161,2017,8,"Ecuador Open","quito","Quito, Ecuador","2017.02.06",2,6,28,28,"Outdoor","Clay","$540,310","/en/scores/archive/quito/7161/2017/results","Victor Estrella Burgos","/en/players/victor-estrella-burgos/e224/overview","victor-estrella-burgos","e224","James Cerretani","/en/players/james-cerretani/c922/overview","james-cerretani","c922","Philipp Oswald","/en/players/philipp-oswald/o305/overview","philipp-oswald","o305","2017-7161",-0.1806532,-78.4678382
7163,2017,27,"TEB BNP Paribas Istanbul Open","istanbul","Istanbul, Turkey","2017.05.01",5,1,28,28,"Outdoor","Clay","€497,255","/en/scores/archive/istanbul/7163/2017/results","Marin Cilic","/en/players/marin-cilic/c977/overview","marin-cilic","c977","Roman Jebavy","/en/players/roman-jebavy/j321/overview","roman-jebavy","j321","Jiri Vesely","/en/players/jiri-vesely/v708/overview","jiri-vesely","v708","2017-7163",41.0082376,28.9783589
7290,2017,26,"Millennium Estoril Open","estoril","Estoril, Portugal","2017.05.01",5,1,28,28,"Outdoor","Clay","€540,310","/en/scores/archive/estoril/7290/2017/results","Pablo Carreno Busta","/en/players/pablo-carreno-busta/cd85/overview","pablo-carreno-busta","cd85","Ryan Harrison","/en/players/ryan-harrison/h940/overview","ryan-harrison","h940","Michael Venus","/en/players/michael-venus/v576/overview","michael-venus","v576","2017-7290",38.7133152,-9.3936558
7434,2017,9,"Garanti Koza Sofia Open","sofia","Sofia, Bulgaria","2017.02.06",2,6,28,28,"Indoor","Hard-Indoor","€540,310","/en/scores/archive/sofia/7434/2017/results","Grigor Dimitrov","/en/players/grigor-dimitrov/d875/overview","grigor-dimitrov","d875","Viktor Troicki","/en/players/viktor-troicki/t840/overview","viktor-troicki","t840","Nenad Zimonjic","/en/players/nenad-zimonjic/z072/overview","nenad-zimonjic","z072","2017-7434",42.6977082,23.3218675
7480,2017,48,"Abierto Mexicano de Tenis Mifel presentado por Cinemex","los-cabos","Los Cabos, Mexico","2017.07.31",7,31,28,28,"Outdoor","Hard-Outdoor","$727,995","/en/scores/archive/los-cabos/7480/2017/results","Sam Querrey","/en/players/sam-querrey/q927/overview","sam-querrey","q927","Juan Sebastian Cabal","/en/players/juan-sebastian-cabal/c834/overview","juan-sebastian-cabal","c834","Treat Huey","/en/players/treat-huey/h788/overview","treat-huey","h788","2017-7480",23.0798696,-109.7124043
7485,2017,61,"European Open","antwerp","Antwerp, Belgium","2017.10.16",10,16,28,28,"Indoor","Hard-Indoor","€660,375","/en/scores/archive/antwerp/7485/2017/results","Jo-Wilfried Tsonga","/en/players/jo-wilfried-tsonga/t786/overview","jo-wilfried-tsonga","t786","Scott Lipsky","/en/players/scott-lipsky/l580/overview","scott-lipsky","l580","Divij Sharan","/en/players/divij-sharan/sd46/overview","divij-sharan","sd46","2017-7485",51.2194475,4.4024643
7581,2017,56,"Chengdu Open","chengdu","Chengdu, China","2017.09.25",9,25,28,28,"Outdoor","Hard-Outdoor","$1,138,910","/en/scores/archive/chengdu/7581/2017/results","Denis Istomin","/en/players/denis-istomin/i165/overview","denis-istomin","i165","Jonathan Erlich","/en/players/jonathan-erlich/e152/overview","jonathan-erlich","e152","Aisam-Ul-Haq Qureshi","/en/players/aisam-ul-haq-qureshi/q019/overview","aisam-ul-haq-qureshi","q019","2017-7581",30.572815,104.066801
7648,2017,25,"Gazprom Hungarian Open","budapest","Budapest, Hungary","2017.04.24",4,24,28,28,"Outdoor","Clay","€540,310","/en/scores/archive/budapest/7648/2017/results","Lucas Pouille","/en/players/lucas-pouille/pf39/overview","lucas-pouille","pf39","Brian Baker","/en/players/brian-baker/ba23/overview","brian-baker","ba23","Nikola Mektic","/en/players/nikola-mektic/mf09/overview","nikola-mektic","mf09","2017-7648",47.497912,19.040235
7650,2017,38,"Antalya Open","antalya","Antalya, Turkey","2017.06.25",6,25,28,28,"Outdoor","Grass","€497,255","/en/scores/archive/antalya/7650/2017/results","Yuichi Sugita","/en/players/yuichi-sugita/se73/overview","yuichi-sugita","se73","Robert Lindstedt","/en/players/robert-lindstedt/l335/overview","robert-lindstedt","l335","Aisam-Ul-Haq Qureshi","/en/players/aisam-ul-haq-qureshi/q019/overview","aisam-ul-haq-qureshi","q019","2017-7650",36.8968908,30.7133233
7694,2017,32,"Open Parc Auvergne-Rhône-Alpes Lyon","lyon","Lyon, France","2017.05.21",5,21,28,28,"Outdoor","Clay","€540,310","/en/scores/archive/lyon/7694/2017/results","Jo-Wilfried Tsonga","/en/players/jo-wilfried-tsonga/t786/overview","jo-wilfried-tsonga","t786","Andres Molteni","/en/players/andres-molteni/me56/overview","andres-molteni","me56","Adil Shamasdin","/en/players/adil-shamasdin/sb92/overview","adil-shamasdin","sb92","2017-7694",45.764043,4.835659
